Row, Correct, Predicted
1, 0.165144, 0.165462
2, 0.40531, 0.323708
3, 0.1091, 0.107477
4, 0.10816, 0.0923195
5, 0.140119, 0.141445
6, 0.120597, 0.124161
7, 0.273557, 0.254342
8, 0.101974, 0.104951
9, 0.164897, 0.177905
10, 0.102017, 0.0962244
11, 0.100685, 0.0956798
12, 0.20438, 0.180023
13, 0.15934, 0.137084
14, 0.315225, 0.284387
15, 0.291857, 0.340941
16, 0.10672, 0.112009
17, 0.321445, 0.281064
18, 0.248116, 0.147885
19, 0.106319, 0.101695
20, 0.137327, 0.127151
21, 0.439137, 0.448581
22, 0.138783, 0.148699
23, 0.219593, 0.194997
24, 0.114916, 0.123533
25, 0.112738, 0.122119
26, 0.100847, 0.0961864
27, 0.117135, 0.119055
28, 0.109967, 0.11283
29, 0.108759, 0.0789697
30, 0.194746, 0.212932
31, 0.101487, 0.0958269
32, 0.136267, 0.168664
33, 0.157499, 0.135197
34, 0.208316, 0.18638
35, 0.110769, 0.097887
36, 0.112046, 0.124122
37, 0.104899, 0.0967432
38, 0.26141, 0.212747
39, 0.117316, 0.104392
40, 0.148727, 0.14077
41, 0.101395, 0.103001
42, 0.102688, 0.0941173
43, 0.113777, 0.106849
44, 0.162441, 0.182992
45, 0.106032, 0.102419
46, 0.164368, 0.128297
47, 0.104922, 0.10385
48, 0.121509, 0.127219
49, 0.138922, 0.152017
50, 0.139528, 0.144048
51, 0.264273, 0.268381
52, 0.216679, 0.216192
53, 0.11604, 0.130511
54, 0.164895, 0.187007
55, 0.123708, 0.119665
56, 0.9, 0.938494
57, 0.210592, 0.216677
58, 0.108279, 0.117477
59, 0.149737, 0.14392
60, 0.102023, 0.089388
61, 0.102795, 0.102177
62, 0.10893, 0.100052
63, 0.309347, 0.361731
64, 0.263561, 0.336674
65, 0.184531, 0.157453
66, 0.136412, 0.132147
67, 0.23223, 0.196008
68, 0.106441, 0.0895773
69, 0.166745, 0.140214
70, 0.283951, 0.170516
71, 0.105235, 0.0939436
72, 0.126728, 0.126901
73, 0.101432, 0.0848648
74, 0.375542, 0.263347
75, 0.330988, 0.228757
76, 0.101496, 0.0985378
77, 0.128303, 0.154384
78, 0.172616, 0.140732
79, 0.104041, 0.0949331
80, 0.19893, 0.197503
81, 0.258124, 0.260547
82, 0.129448, 0.10848
83, 0.10296, 0.0903239
84, 0.120945, 0.122126
85, 0.592693, 0.547292
86, 0.107607, 0.0995115
87, 0.10647, 0.107806
88, 0.276431, 0.272295
89, 0.415752, 0.287115
90, 0.123425, 0.129495
91, 0.111313, 0.109689
92, 0.137429, 0.147151
93, 0.153149, 0.151697
94, 0.121994, 0.132543
95, 0.113424, 0.117341
96, 0.110357, 0.1169
97, 0.132428, 0.12172
98, 0.184395, 0.177502
99, 0.122916, 0.109116
100, 0.102544, 0.0771678
101, 0.168939, 0.192442
102, 0.181858, 0.142487
103, 0.130095, 0.138263
104, 0.102188, 0.0955561
105, 0.137319, 0.140387
106, 0.111641, 0.106297
107, 0.1811, 0.177593
108, 0.242446, 0.167742
109, 0.160313, 0.178911
110, 0.181266, 0.19211
111, 0.109808, 0.116581
112, 0.148817, 0.135814
113, 0.114844, 0.103794
114, 0.141521, 0.124431
115, 0.110851, 0.101791
116, 0.101325, 0.0899589
117, 0.215572, 0.231526
118, 0.285274, 0.253901
