Row, Predicted, Correct
1, 0.0857596, 0.107022
2, 0.186899, 0.19565
3, 0.175777, 0.150383
4, 0.45999, 0.480336
5, 0.0956351, 0.100795
6, 0.143837, 0.148135
7, 0.106147, 0.102714
8, 0.4074, 0.351986
9, 0.173716, 0.211733
10, 0.126452, 0.101325
11, 0.0869777, 0.108818
12, 0.105963, 0.102795
13, 0.108303, 0.10893
14, 0.190999, 0.232143
15, 0.26064, 0.280686
16, 0.464894, 0.563139
17, 0.100209, 0.110987
18, 0.111545, 0.10672
19, 0.118575, 0.117135
20, 0.832731, 0.776247
21, 0.126585, 0.113403
22, 0.142797, 0.140196
23, 0.0976899, 0.101886
24, 0.242255, 0.18155
25, 0.176512, 0.180858
26, 0.0924433, 0.102972
27, 0.0992176, 0.102214
28, 0.116348, 0.121509
29, 0.097811, 0.102834
30, 0.142674, 0.138922
31, 0.141159, 0.130701
32, 0.0872407, 0.106737
33, 0.103779, 0.112157
34, 0.205056, 0.26141
35, 0.0928809, 0.102879
36, 0.0890643, 0.103865
37, 0.134685, 0.151442
38, 0.0810775, 0.11604
39, 0.181529, 0.184531
40, 0.14821, 0.116288
41, 0.168502, 0.20438
42, 0.228784, 0.184193
43, 0.0896881, 0.106939
44, 0.090273, 0.1
45, 0.0933226, 0.109878
46, 0.216828, 0.236452
47, 0.100297, 0.10088
48, 0.111028, 0.113266
49, 0.10959, 0.123922
50, 0.182256, 0.23148
51, 0.0945652, 0.104625
52, 0.132795, 0.118588
53, 0.112376, 0.108279
54, 0.114531, 0.109569
55, 0.135935, 0.119726
56, 0.206839, 0.210592
57, 0.100645, 0.104041
58, 0.139158, 0.166745
59, 0.195547, 0.210707
60, 0.154992, 0.184395
61, 0.141733, 0.105927
62, 0.179023, 0.186072
63, 0.14333, 0.140705
64, 0.171719, 0.160313
65, 0.155129, 0.13667
66, 0.169802, 0.194746
67, 0.103544, 0.109683
68, 0.136429, 0.112265
69, 0.155088, 0.132428
70, 0.152968, 0.218798
71, 0.0981982, 0.102023
72, 0.119317, 0.125869
73, 0.107752, 0.109821
74, 0.0965489, 0.110757
75, 0.128182, 0.129587
76, 0.211234, 0.214211
77, 0.135548, 0.115278
78, 0.145464, 0.145047
79, 0.123936, 0.124815
80, 0.17503, 0.1811
81, 0.198433, 0.208508
82, 0.22089, 0.209358
83, 0.173296, 0.136267
84, 0.107954, 0.107076
85, 0.0909461, 0.103601
86, 0.299478, 0.415752
87, 0.121755, 0.111313
88, 0.273667, 0.385624
89, 0.129225, 0.157134
90, 0.101528, 0.110344
91, 0.29375, 0.342078
92, 0.156812, 0.155542
93, 0.121192, 0.153564
94, 0.923428, 0.9
95, 0.106334, 0.112265
96, 0.0959725, 0.10519
97, 0.130525, 0.147185
98, 0.128475, 0.14182
99, 0.145339, 0.123425
100, 0.194995, 0.194747
101, 0.139464, 0.112175
102, 0.100845, 0.104899
103, 0.113125, 0.117986
104, 0.143266, 0.134751
105, 0.127646, 0.127565
106, 0.0982963, 0.101496
107, 0.150463, 0.181858
108, 0.230898, 0.32508
109, 0.14596, 0.139162
110, 0.276271, 0.236125
111, 0.0976337, 0.107607
112, 0.132837, 0.117498
113, 0.171891, 0.173157
114, 0.296781, 0.422719
115, 0.408654, 0.405155
116, 0.139837, 0.112201
117, 0.169683, 0.152263
118, 0.117251, 0.122534
