Row, Correct, Predicted
1, 0.109071, 0.102074
2, 0.166743, 0.171072
3, 0.145976, 0.155319
4, 0.122459, 0.161334
5, 0.35195, 0.23817
6, 0.10647, 0.0875332
7, 0.122448, 0.125597
8, 0.110144, 0.0994214
9, 0.138988, 0.159155
10, 0.1994, 0.202889
11, 0.249396, 0.236342
12, 0.204047, 0.185621
13, 0.122534, 0.0986265
14, 0.139162, 0.130469
15, 0.113424, 0.103219
16, 0.110757, 0.109546
17, 0.14821, 0.199082
18, 0.186049, 0.178915
19, 0.136522, 0.127153
20, 0.137319, 0.162049
21, 0.154803, 0.124089
22, 0.112726, 0.144885
23, 0.134751, 0.145887
24, 0.104809, 0.100647
25, 0.371482, 0.803127
26, 0.102544, 0.095493
27, 0.108428, 0.106559
28, 0.415752, 0.338875
29, 0.132361, 0.12038
30, 0.209683, 0.333318
31, 0.10332, 0.0986773
32, 0.478406, 0.291794
33, 0.280686, 0.243934
34, 0.217141, 0.337073
35, 0.118588, 0.147377
36, 0.106316, 0.107423
37, 0.213101, 0.195378
38, 0.128676, 0.159772
39, 0.118592, 0.111948
40, 0.242922, 0.184525
41, 0.132348, 0.137626
42, 0.124642, 0.161493
43, 0.105927, 0.175435
44, 0.105082, 0.109048
45, 0.158422, 0.229673
46, 0.10088, 0.0931367
47, 0.454988, 0.310865
48, 0.52702, 0.783803
49, 0.170201, 0.144771
50, 0.291857, 0.252793
51, 0.141417, 0.13204
52, 0.102214, 0.0702782
53, 0.104394, 0.0728526
54, 0.233544, 0.387867
55, 0.132457, 0.126113
56, 0.166689, 0.211959
57, 0.114844, 0.132177
58, 0.196229, 0.17817
59, 0.242264, 0.223307
60, 0.167282, 0.185341
61, 0.112175, 0.159183
62, 0.15774, 0.156818
63, 0.209358, 0.212804
64, 0.1091, 0.090919
65, 0.113066, 0.207456
66, 0.10094, 0.0775108
67, 0.219167, 0.644017
68, 0.103627, 0.0758204
69, 0.141521, 0.172137
70, 0.108992, 0.110163
71, 0.164462, 0.163787
72, 0.11021, 0.199154
73, 0.113266, 0.0875327
74, 0.14751, 0.197256
75, 0.100944, 0.0705493
76, 0.113777, 0.118734
77, 0.166813, 0.178187
78, 0.137327, 0.22839
79, 0.156925, 0.183862
80, 0.160313, 0.181162
81, 0.108471, 0.103854
82, 0.184531, 0.202661
83, 0.137429, 0.16534
84, 0.253012, 0.18675
85, 0.100213, 0.0775965
86, 0.123425, 0.158192
87, 0.280334, 0.482926
88, 0.151299, 0.21781
89, 0.111832, 0.127538
90, 0.12269, 0.148346
91, 0.110242, 0.102247
92, 0.112738, 0.098385
93, 0.177498, 0.173984
94, 0.287878, 0.253202
95, 0.154268, 0.19868
96, 0.236452, 0.20031
97, 0.370859, 0.256945
98, 0.110987, 0.109832
99, 0.300712, 0.25403
100, 0.315225, 0.238577
101, 0.282664, 0.243917
102, 0.175354, 0.175949
103, 0.208598, 0.18246
104, 0.115105, 0.120589
105, 0.526459, 0.358123
106, 0.157134, 0.154158
107, 0.101487, 0.0694149
108, 0.100753, 0.0651565
109, 0.100255, 0.0694431
110, 0.329614, 0.49393
111, 0.140325, 0.146676
112, 0.102017, 0.0872852
113, 0.111496, 0.0928628
114, 0.283951, 0.200873
115, 0.108279, 0.101474
116, 0.101683, 0.0779854
117, 0.111641, 0.0987541
118, 0.195861, 0.227301
119, 0.10922, 0.111856
