Row, Predicted, Correct
1, 0.123941, 0.112726
2, 0.159206, 0.172093
3, 0.124707, 0.117534
4, 0.0957759, 0.100711
5, 0.116809, 0.110297
6, 0.238218, 0.32508
7, 0.183184, 0.178732
8, 0.144698, 0.12269
9, 0.0920854, 0.102594
10, 0.132762, 0.145826
11, 0.150606, 0.123708
12, 0.119567, 0.115641
13, 0.315276, 0.382201
14, 0.188892, 0.184531
15, 0.149866, 0.129652
16, 0.150505, 0.145976
17, 0.134731, 0.111744
18, 0.223604, 0.242264
19, 0.184179, 0.160313
20, 0.11768, 0.108307
21, 0.102216, 0.105166
22, 0.167705, 0.198531
23, 0.15861, 0.206977
24, 0.154425, 0.165144
25, 0.120033, 0.108793
26, 0.318843, 0.45608
27, 0.17962, 0.161236
28, 0.143472, 0.166745
29, 0.154471, 0.16288
30, 0.148939, 0.11103
31, 0.157301, 0.140505
32, 0.208233, 0.166689
33, 0.104109, 0.104809
34, 0.133392, 0.156657
35, 0.112966, 0.11295
36, 0.104795, 0.109821
37, 0.117634, 0.108279
38, 0.139486, 0.112265
39, 0.176575, 0.156925
40, 0.184027, 0.20438
41, 0.127821, 0.122448
42, 0.146862, 0.221413
43, 0.136583, 0.14934
44, 0.369471, 0.396128
45, 0.098487, 0.101487
46, 0.159231, 0.130701
47, 0.339358, 0.247382
48, 0.24944, 0.244175
49, 0.145667, 0.128676
50, 0.209813, 0.214211
51, 0.300524, 0.300505
52, 0.23625, 0.377871
53, 0.1853, 0.143354
54, 0.136426, 0.151993
55, 0.10823, 0.110144
56, 0.192173, 0.175354
57, 0.130018, 0.118592
58, 0.13614, 0.139528
59, 0.195336, 0.1811
60, 0.229229, 0.209683
61, 0.110231, 0.112738
62, 0.243075, 0.254207
63, 0.112131, 0.129674
64, 0.121035, 0.111223
65, 0.124342, 0.108428
66, 0.262005, 0.262518
67, 0.136099, 0.148532
68, 0.0907943, 0.102491
69, 0.0973126, 0.102214
70, 0.0974277, 0.104625
71, 0.165937, 0.130983
72, 0.144311, 0.120077
73, 0.183165, 0.181165
74, 0.142363, 0.112046
75, 0.130053, 0.112784
76, 0.0966976, 0.101496
77, 0.109548, 0.107022
78, 0.330214, 0.415752
79, 0.127362, 0.118342
80, 0.110707, 0.106319
81, 0.18241, 0.186367
82, 0.134119, 0.147888
83, 0.111921, 0.103871
84, 0.111578, 0.108471
85, 0.256736, 0.285274
86, 0.125721, 0.110644
87, 0.17407, 0.242446
88, 0.142108, 0.130827
89, 0.179443, 0.210707
90, 0.151504, 0.170201
91, 0.104075, 0.10296
92, 0.0959577, 0.110769
93, 0.129495, 0.145047
94, 0.123947, 0.150536
95, 0.127056, 0.124815
96, 0.111922, 0.10519
97, 0.132987, 0.123852
98, 0.269363, 0.40531
99, 0.133458, 0.113298
100, 0.101959, 0.104818
101, 0.184454, 0.253566
102, 0.147006, 0.108541
103, 0.253834, 0.294163
104, 0.128509, 0.110987
105, 0.198301, 0.216679
106, 0.200733, 0.213101
107, 0.1616, 0.138988
108, 0.177574, 0.186049
109, 0.165976, 0.137319
110, 0.124921, 0.121467
111, 0.13889, 0.137327
112, 0.179528, 0.200233
113, 0.208438, 0.195861
114, 0.132769, 0.136585
115, 0.114001, 0.1073
116, 0.299409, 0.213215
117, 0.203717, 0.154268
118, 0.133813, 0.131306
119, 0.359211, 0.478406
