Row, Predicted, Correct
1, 0.268371, 0.242264
2, 0.104399, 0.104708
3, 0.120878, 0.108541
4, 0.146535, 0.113298
5, 0.185577, 0.206977
6, 0.323268, 0.213215
7, 0.220012, 0.210707
8, 0.158171, 0.130983
9, 0.188382, 0.136267
10, 0.196768, 0.189598
11, 0.123776, 0.106319
12, 0.166229, 0.147996
13, 0.114027, 0.110297
14, 0.0948632, 0.11065
15, 0.121931, 0.117135
16, 0.177852, 0.167755
17, 0.211301, 0.195861
18, 0.308935, 0.178827
19, 0.11614, 0.108836
20, 0.108688, 0.101683
21, 0.224504, 0.212445
22, 0.195636, 0.180858
23, 0.134874, 0.112265
24, 0.108059, 0.101487
25, 0.137579, 0.157499
26, 0.142084, 0.157134
27, 0.535191, 0.480336
28, 0.143692, 0.158419
29, 0.184589, 0.166813
30, 0.114637, 0.105082
31, 0.119554, 0.113266
32, 0.146945, 0.145826
33, 0.11126, 0.108502
34, 0.156894, 0.136937
35, 0.173011, 0.129652
36, 0.11353, 0.106399
37, 0.253346, 0.242922
38, 0.193483, 0.150383
39, 0.111651, 0.104899
40, 0.137682, 0.118788
41, 0.133599, 0.151232
42, 0.175577, 0.129706
43, 0.310782, 0.321486
44, 0.137179, 0.108569
45, 0.127009, 0.122534
46, 0.12192, 0.112157
47, 0.145324, 0.130095
48, 0.18039, 0.164897
49, 0.170784, 0.145452
50, 0.261055, 0.274922
51, 0.113263, 0.113777
52, 0.12888, 0.129015
53, 0.276419, 0.285274
54, 0.203182, 0.177498
55, 0.0838609, 0.103601
56, 0.114159, 0.104818
57, 0.158361, 0.141521
58, 0.113105, 0.124564
59, 0.105701, 0.10519
60, 0.11557, 0.121157
61, 0.0890453, 0.105333
62, 0.127652, 0.112726
63, 0.138331, 0.11295
64, 0.0969786, 0.108818
65, 0.0947656, 0.10094
66, 0.139056, 0.140902
67, 0.136382, 0.153564
68, 0.225556, 0.167797
69, 0.158774, 0.148135
70, 0.282221, 0.219167
71, 0.386469, 0.279586
72, 0.102487, 0.1073
73, 0.144373, 0.126728
74, 0.10495, 0.110851
75, 0.148839, 0.133655
76, 0.193332, 0.162441
77, 0.102611, 0.106356
78, 0.104307, 0.110242
79, 0.187803, 0.20438
80, 0.228178, 0.213101
81, 0.246043, 0.158422
82, 0.0959685, 0.102188
83, 0.12754, 0.108307
84, 0.106199, 0.103552
85, 0.0426, 0.154206
86, 0.159708, 0.138922
87, 0.140054, 0.121901
88, 0.126533, 0.108279
89, 0.294578, 0.276431
90, 0.149779, 0.125408
91, 0.201417, 0.194558
92, 0.105168, 0.101886
93, 0.0990379, 0.101432
94, 0.112087, 0.111744
95, 0.214483, 0.283951
96, 0.373228, 0.402651
97, 0.210414, 0.186367
98, 0.118061, 0.113205
99, 0.146638, 0.125164
100, 0.103329, 0.106939
101, 0.157634, 0.130827
102, 0.0904189, 0.105628
103, 0.121602, 0.10644
104, 0.142388, 0.115278
105, 0.117446, 0.123922
106, 0.171246, 0.194951
107, 0.148532, 0.123708
108, 0.154982, 0.145047
109, 0.15702, 0.14934
110, 0.170348, 0.130701
111, 0.178748, 0.165381
112, 0.197338, 0.211733
113, 0.116126, 0.114374
114, 0.108564, 0.109821
115, 0.359614, 0.291857
116, 0.165965, 0.137319
117, 0.212023, 0.232143
118, 0.110584, 0.110405
