Row, Predicted, Correct
1, 0.114947, 0.113297
2, 0.134771, 0.151046
3, 0.166079, 0.136267
4, 0.0978409, 0.104394
5, 0.128668, 0.113298
6, 0.330651, 0.370859
7, 0.180889, 0.204047
8, 0.53516, 0.592693
9, 0.122808, 0.112046
10, 0.10712, 0.107594
11, 0.0909292, 0.101432
12, 0.151153, 0.162481
13, 0.1047, 0.100213
14, 0.0986207, 0.102594
15, 0.100877, 0.100255
16, 0.111434, 0.102742
17, 0.131516, 0.132457
18, 0.500093, 0.526459
19, 0.181461, 0.194727
20, 0.106698, 0.103075
21, 0.193009, 0.23148
22, 0.125039, 0.146523
23, 0.106413, 0.105639
24, 0.22982, 0.40531
25, 0.239305, 0.242264
26, 0.293501, 0.29982
27, 0.15574, 0.176001
28, 0.285075, 0.262518
29, 0.156912, 0.192442
30, 0.10376, 0.111036
31, 0.112066, 0.114374
32, 0.101216, 0.110851
33, 0.0996675, 0.1
34, 0.143512, 0.139528
35, 0.183868, 0.162441
36, 0.180787, 0.211733
37, 0.192879, 0.186072
38, 0.125348, 0.122448
39, 0.161346, 0.189598
40, 0.212076, 0.219593
41, 0.145142, 0.13032
42, 0.118073, 0.106136
43, 0.0794661, 0.101422
44, 0.169671, 0.186367
45, 0.122426, 0.121509
46, 0.154507, 0.127665
47, 0.149946, 0.133812
48, 0.126396, 0.116288
49, 0.208062, 0.188267
50, 0.107735, 0.1091
51, 0.0992992, 0.100517
52, 0.146119, 0.14934
53, 0.247895, 0.32508
54, 0.377916, 0.52702
55, 0.128474, 0.112199
56, 0.13193, 0.108541
57, 0.132225, 0.118588
58, 0.0842896, 0.105333
59, 0.124439, 0.126728
60, 0.418806, 0.478406
61, 0.210036, 0.236452
62, 0.157969, 0.147996
63, 0.119317, 0.113777
64, 0.100806, 0.104899
65, 0.105377, 0.110644
66, 0.137575, 0.130827
67, 0.199769, 0.330988
68, 0.110141, 0.105082
69, 0.105719, 0.106337
70, 0.136428, 0.145826
71, 0.135788, 0.119726
72, 0.070081, 0.134683
73, 0.121464, 0.122534
74, 0.0967226, 0.103135
75, 0.107966, 0.104342
76, 0.0715259, 0.154206
77, 0.122233, 0.153564
78, 0.124403, 0.116375
79, 0.313397, 0.321445
80, 0.373988, 0.402651
81, 0.10087, 0.110242
82, 0.263067, 0.291126
83, 0.160342, 0.156162
84, 0.14509, 0.194951
85, 0.121112, 0.140505
86, 0.096808, 0.108818
87, 0.125827, 0.129448
88, 0.209207, 0.208508
89, 0.262476, 0.18155
90, 0.0942343, 0.106441
91, 0.104477, 0.102214
92, 0.208672, 0.213101
93, 0.136445, 0.120077
94, 0.120902, 0.123922
95, 0.116767, 0.117316
96, 0.107479, 0.113107
97, 0.465517, 0.351986
98, 0.131156, 0.123708
99, 0.140006, 0.181997
100, 0.163392, 0.167282
101, 0.154563, 0.140196
102, 0.170762, 0.138898
103, 0.10757, 0.10644
104, 0.373141, 0.252585
105, 0.144329, 0.140005
106, 0.191153, 0.228233
107, 0.130492, 0.158419
108, 0.22347, 0.132854
109, 0.343961, 0.309347
110, 0.189962, 0.143503
111, 0.425218, 0.199765
112, 0.503497, 0.385837
113, 0.356045, 0.219167
114, 0.293563, 0.311241
115, 0.114121, 0.117294
116, 0.0970821, 0.10296
117, 0.125617, 0.121467
118, 0.245522, 0.178938
