Row, Predicted, Correct
1, 0.155052, 0.156162
2, 0.284043, 0.315225
3, 0.138103, 0.151972
4, 0.0988473, 0.106356
5, 0.142492, 0.129356
6, 0.134226, 0.112201
7, 0.266684, 0.178827
8, 0.196525, 0.253012
9, 0.096695, 0.101886
10, 0.155378, 0.138988
11, 0.12102, 0.118141
12, 0.145533, 0.128676
13, 0.235699, 0.261458
14, 0.129076, 0.117409
15, 0.100918, 0.10798
16, 0.125981, 0.114916
17, 0.138131, 0.140902
18, 0.100917, 0.109821
19, 0.156292, 0.142718
20, 0.129701, 0.117498
21, 0.107814, 0.110298
22, 0.43015, 0.329614
23, 0.137027, 0.132457
24, 0.093363, 0.106399
25, 0.087961, 0.104041
26, 0.176314, 0.194727
27, 0.271148, 0.244175
28, 0.130229, 0.122534
29, 0.136614, 0.133655
30, 0.183151, 0.283951
31, 0.103828, 0.102188
32, 0.115558, 0.129059
33, 0.144881, 0.138783
34, 0.099155, 0.106032
35, 0.151454, 0.145047
36, 0.206594, 0.188267
37, 0.15227, 0.192442
38, 0.10158, 0.110851
39, 0.148852, 0.140705
40, 0.156357, 0.140196
41, 0.137397, 0.129587
42, 0.113242, 0.113107
43, 0.177203, 0.15934
44, 0.156213, 0.147996
45, 0.135732, 0.116288
46, 0.134286, 0.121901
47, 0.131906, 0.113403
48, 0.112322, 0.10756
49, 0.119539, 0.11103
50, 0.0838068, 0.100795
51, 0.0796525, 0.103865
52, 0.16137, 0.172616
53, 0.13684, 0.148532
54, 0.303915, 0.422719
55, 0.204049, 0.213101
56, 0.21561, 0.241157
57, 0.13186, 0.104922
58, 0.177014, 0.158264
59, 0.202945, 0.19565
