Row, Predicted, Correct
1, 0.208491, 0.219593
2, 0.386201, 0.356558
3, 0.156018, 0.184395
4, 0.357537, 0.375542
5, 0.25525, 0.280334
6, 0.15107, 0.163074
7, 0.137683, 0.139162
8, 0.168721, 0.20438
9, 0.242447, 0.216679
10, 0.323412, 0.299533
11, 0.257199, 0.275744
12, 0.106704, 0.102491
13, 0.113352, 0.108569
14, 0.173024, 0.178732
15, 0.101835, 0.110298
16, 0.105211, 0.112201
17, 0.400857, 0.405155
18, 0.120428, 0.112157
19, 0.122254, 0.116375
20, 0.167948, 0.161236
21, 0.116493, 0.114916
22, 0.127777, 0.135121
23, 0.216386, 0.300712
24, 0.103178, 0.104342
25, 0.110063, 0.114374
26, 0.210508, 0.248116
27, 0.150389, 0.143354
28, 0.121727, 0.110987
29, 0.101117, 0.101432
30, 0.12738, 0.11604
31, 0.250191, 0.342768
32, 0.181526, 0.162441
33, 0.115389, 0.103673
34, 0.120404, 0.124815
35, 0.161249, 0.130914
36, 0.112429, 0.10672
37, 0.131696, 0.134974
38, 0.124625, 0.128556
39, 0.320187, 0.282664
40, 0.106831, 0.104899
41, 0.19301, 0.195861
42, 0.178256, 0.204047
43, 0.123337, 0.129356
44, 0.199361, 0.158422
45, 0.112585, 0.117316
46, 0.234688, 0.261458
47, 0.268973, 0.281671
48, 0.120356, 0.113297
49, 0.330243, 0.415752
50, 0.187768, 0.192442
51, 0.108151, 0.101678
52, 0.10284, 0.107558
53, 0.1742, 0.189618
54, 0.254122, 0.299811
55, 0.100606, 0.112046
56, 0.11308, 0.113029
57, 0.105877, 0.105628
58, 0.124898, 0.150536
59, 0.122103, 0.121467
60, 0.095055, 0.100579
61, 0.0946167, 0.103865
62, 0.163032, 0.194951
63, 0.149646, 0.218798
64, 0.143038, 0.153564
65, 0.108556, 0.107607
66, 0.197256, 0.23148
67, 0.107639, 0.10342
68, 0.175176, 0.165381
69, 0.0998955, 0.120945
70, 0.190742, 0.208598
71, 0.138272, 0.137429
72, 0.0981227, 0.100703
73, 0.17008, 0.16288
74, 0.145907, 0.139528
75, 0.217853, 0.1994
76, 0.0990431, 0.113298
77, 0.131833, 0.134683
78, 0.461684, 0.45608
79, 0.110339, 0.104163
80, 0.219638, 0.217141
81, 0.114772, 0.13032
82, 0.111784, 0.109878
83, 0.136459, 0.140005
84, 0.138992, 0.148135
85, 0.14542, 0.177113
86, 0.141071, 0.127565
87, 0.118311, 0.108793
88, 0.579349, 0.602205
89, 0.214298, 0.253012
90, 0.118368, 0.106032
91, 0.124763, 0.125408
92, 0.102793, 0.102368
93, 0.10191, 0.102188
94, 0.0999876, 0.105333
95, 0.122866, 0.132361
96, 0.208614, 0.242446
97, 0.234362, 0.242922
98, 0.119436, 0.121994
99, 0.118997, 0.115105
100, 0.11579, 0.112265
101, 0.14538, 0.146468
102, 0.121971, 0.12437
103, 0.153152, 0.115134
104, 0.10346, 0.101325
105, 0.145382, 0.138988
106, 0.24435, 0.236452
107, 0.284301, 0.258124
108, 0.367536, 0.329614
109, 0.330067, 0.321445
110, 0.105421, 0.102795
111, 0.311612, 0.287878
112, 0.135623, 0.139623
113, 0.225608, 0.178938
114, 0.102594, 0.105778
115, 0.386218, 0.412547
116, 0.366759, 0.309347
117, 0.103536, 0.10285
118, 0.170828, 0.143503
119, 0.138321, 0.117454
120, 0.101184, 0.100928
121, 0.289798, 0.300505
122, 0.11076, 0.110242
123, 0.306453, 0.370387
124, 0.119546, 0.146523
125, 0.153388, 0.13667
126, 0.100801, 0.107022
127, 0.131236, 0.132457
128, 0.136239, 0.122448
129, 0.109833, 0.106399
130, 0.149491, 0.133812
131, 0.146428, 0.128303
132, 0.122421, 0.131306
133, 0.107004, 0.102742
134, 0.114283, 0.111186
135, 0.115918, 0.108307
136, 0.11002, 0.112175
137, 0.116474, 0.111223
138, 0.102804, 0.113777
139, 0.13366, 0.135639
140, 0.119578, 0.11295
141, 0.0967692, 0.102972
142, 0.105147, 0.105235
143, 0.198025, 0.156925
144, 0.11049, 0.103352
145, 0.108356, 0.109071
146, 0.744791, 0.749997
147, 0.149475, 0.167755
148, 0.103006, 0.100517
149, 0.201709, 0.194558
150, 0.117656, 0.140902
151, 0.0991718, 0.104096
152, 0.146781, 0.130095
153, 0.194872, 0.186072
154, 0.267921, 0.285274
155, 0.167797, 0.147996
156, 0.134883, 0.147185
157, 0.373093, 0.422719
158, 0.104573, 0.101496
159, 0.149077, 0.132428
160, 0.113651, 0.124178
161, 0.123291, 0.119817
162, 0.13072, 0.128676
163, 0.149704, 0.137327
164, 0.255709, 0.234647
165, 0.16209, 0.172616
166, 0.102326, 0.101974
167, 0.293141, 0.286304
168, 0.15244, 0.14934
