Row, Correct, Predicted
1, 0.283951, 0.248087
2, 0.129347, 0.145128
3, 0.181266, 0.201594
4, 0.168939, 0.18104
5, 0.146523, 0.123019
6, 0.45608, 0.456702
7, 0.109808, 0.11851
8, 0.194558, 0.197434
9, 0.13032, 0.12946
10, 0.106316, 0.112754
11, 0.189618, 0.170672
12, 0.110769, 0.111064
13, 0.135336, 0.130632
14, 0.195511, 0.24978
15, 0.112726, 0.109479
16, 0.108541, 0.0891051
17, 0.122448, 0.138768
18, 0.106319, 0.105359
19, 0.112046, 0.104526
20, 0.158422, 0.193349
21, 0.142323, 0.148129
22, 0.11021, 0.117356
23, 0.10285, 0.102342
24, 0.105639, 0.105254
25, 0.460326, 0.370257
26, 0.15774, 0.154072
27, 0.177113, 0.13134
28, 0.261458, 0.240633
29, 0.385624, 0.305813
30, 0.162481, 0.136726
31, 0.143354, 0.150573
32, 0.12537, 0.13411
33, 0.108836, 0.0949262
34, 0.148135, 0.134098
35, 0.186367, 0.175534
36, 0.371482, 0.374009
37, 0.342768, 0.252091
38, 0.136522, 0.132288
39, 0.275744, 0.260934
40, 0.199765, 0.251431
41, 0.106737, 0.1043
42, 0.124815, 0.121159
43, 0.105971, 0.114057
44, 0.104899, 0.103781
45, 0.13003, 0.13905
46, 0.301551, 0.311001
47, 0.1, 0.0982442
48, 0.151299, 0.19227
49, 0.100944, 0.104135
50, 0.205717, 0.162195
51, 0.14182, 0.134557
52, 0.126728, 0.127477
53, 0.211733, 0.183351
54, 0.118342, 0.132233
55, 0.166813, 0.15405
56, 0.102688, 0.0967656
57, 0.109878, 0.111774
58, 0.108759, 0.103669
59, 0.131539, 0.122696
60, 0.249396, 0.252116
61, 0.117454, 0.136652
62, 0.156657, 0.144581
63, 0.113777, 0.103181
64, 0.776247, 0.780361
65, 0.749997, 0.748737
66, 0.12775, 0.114657
67, 0.119817, 0.125189
68, 0.107431, 0.104546
69, 0.155542, 0.141626
70, 0.127665, 0.157026
71, 0.130095, 0.140205
72, 0.107594, 0.110826
73, 0.111641, 0.118724
74, 0.100703, 0.100508
75, 0.154803, 0.135339
76, 0.315018, 0.269473
77, 0.115289, 0.116053
78, 0.113107, 0.105432
79, 0.209683, 0.234577
80, 0.200233, 0.199356
81, 0.213101, 0.198196
82, 0.102023, 0.10045
83, 0.129652, 0.153129
84, 0.110405, 0.112233
85, 0.125122, 0.11979
86, 0.110144, 0.106763
87, 0.178732, 0.168942
88, 0.129224, 0.133697
89, 0.106136, 0.100359
90, 0.101325, 0.117116
91, 0.145976, 0.143265
92, 0.107076, 0.11035
93, 0.309347, 0.372549
94, 0.144443, 0.130773
95, 0.254207, 0.276184
96, 0.157499, 0.136563
97, 0.104818, 0.0992002
98, 0.125408, 0.124087
99, 0.10088, 0.0939304
100, 0.221413, 0.17259
101, 0.103871, 0.111183
102, 0.120945, 0.12563
103, 0.10756, 0.10646
104, 0.115134, 0.136415
105, 0.146468, 0.145848
106, 0.526459, 0.480928
107, 0.184193, 0.182973
108, 0.195861, 0.190411
109, 0.112784, 0.115661
110, 0.109393, 0.112944
111, 0.300712, 0.210968
112, 0.14934, 0.150794
113, 0.101496, 0.099463
114, 0.357685, 0.336717
115, 0.100255, 0.0976494
116, 0.102188, 0.104638
117, 0.40531, 0.373873
118, 0.180858, 0.179784
119, 0.172843, 0.16671
120, 0.134751, 0.14569
121, 0.14821, 0.143658
122, 0.194747, 0.201862
123, 0.175354, 0.187744
124, 0.242922, 0.2286
125, 0.108471, 0.106956
126, 0.10922, 0.108593
127, 0.263934, 0.280462
128, 0.12269, 0.129944
129, 0.102714, 0.109177
130, 0.130914, 0.160971
131, 0.104653, 0.110417
132, 0.147888, 0.139792
133, 0.109569, 0.106342
134, 0.256049, 0.288145
135, 0.131306, 0.127206
136, 0.198531, 0.187941
137, 0.105778, 0.102817
138, 0.177498, 0.189916
139, 0.162925, 0.146365
140, 0.351986, 0.394267
141, 0.106356, 0.108482
142, 0.102742, 0.11328
143, 0.194951, 0.153832
144, 0.104342, 0.105138
145, 0.100872, 0.0962545
146, 0.151993, 0.156743
147, 0.108818, 0.10045
148, 0.120077, 0.113235
149, 0.110242, 0.112442
150, 0.10342, 0.111007
151, 0.123991, 0.122042
152, 0.261746, 0.260798
153, 0.113266, 0.109125
154, 0.19893, 0.208914
155, 0.117135, 0.118411
156, 0.206977, 0.170247
157, 0.210592, 0.214085
158, 0.123425, 0.129873
159, 0.213215, 0.225776
160, 0.26141, 0.249693
161, 0.169073, 0.151417
162, 0.100579, 0.0951143
163, 0.112265, 0.114321
164, 0.136585, 0.138515
165, 0.104163, 0.108072
166, 0.108428, 0.105603
167, 0.405155, 0.397487
168, 0.110297, 0.108422
169, 0.402651, 0.383327
170, 0.152263, 0.166874
171, 0.264273, 0.292591
172, 0.140705, 0.168369
173, 0.10647, 0.110996
174, 0.299811, 0.236418
175, 0.140902, 0.156292
176, 0.133635, 0.122548
177, 0.104394, 0.0998207
178, 0.103552, 0.0986158
179, 0.112201, 0.114627
180, 0.107607, 0.111814
181, 0.100517, 0.09778
182, 0.241157, 0.228035
183, 0.115105, 0.114767
184, 0.102503, 0.104249
185, 0.130827, 0.142814
186, 0.11065, 0.0993769
187, 0.274922, 0.255027
188, 0.107558, 0.101645
189, 0.129674, 0.113217
190, 0.181165, 0.168989
191, 0.156162, 0.145847
192, 0.102795, 0.105416
193, 0.145452, 0.153807
194, 0.104809, 0.117244
195, 0.151442, 0.144357
196, 0.258124, 0.299534
197, 0.104625, 0.0985693
198, 0.100213, 0.100086
199, 0.114844, 0.107473
200, 0.178827, 0.214332
201, 0.113066, 0.107363
202, 0.186049, 0.177501
203, 0.110344, 0.104158
204, 0.108307, 0.118412
205, 0.190445, 0.174483
206, 0.23148, 0.197538
207, 0.101886, 0.100637
208, 0.116288, 0.148212
209, 0.370859, 0.327506
210, 0.125164, 0.116888
211, 0.100795, 0.102798
212, 0.139623, 0.142303
213, 0.196229, 0.180497
214, 0.121994, 0.125274
215, 0.133812, 0.148733
216, 0.151046, 0.13713
217, 0.162441, 0.16508
218, 0.111313, 0.119941
219, 0.1041, 0.106235
220, 0.151232, 0.147072
221, 0.480336, 0.475564
222, 0.131418, 0.164805
223, 0.206283, 0.199116
224, 0.132854, 0.18342
225, 0.111832, 0.128837
226, 0.186072, 0.199565
227, 0.439275, 0.470786
228, 0.141417, 0.131562
229, 0.216679, 0.2333
230, 0.422719, 0.382212
231, 0.156408, 0.179694
232, 0.135121, 0.130494
233, 0.122534, 0.124387
234, 0.321445, 0.339819
235, 0.478406, 0.428336
236, 0.103627, 0.106257
237, 0.153149, 0.160458
238, 0.143356, 0.138933
239, 0.166689, 0.19585
240, 0.189598, 0.169907
241, 0.121157, 0.121013
242, 0.23223, 0.215557
243, 0.11103, 0.119779
244, 0.217141, 0.253082
245, 0.110822, 0.113517
246, 0.151972, 0.139214
247, 0.150536, 0.119449
248, 0.10094, 0.0935635
249, 0.276431, 0.285421
250, 0.121509, 0.12935
251, 0.299533, 0.33375
252, 0.113417, 0.127583
253, 0.103865, 0.102698
254, 0.167797, 0.196047
255, 0.209358, 0.241165
256, 0.121467, 0.123609
257, 0.130983, 0.135893
258, 0.729116, 0.732336
259, 0.122459, 0.115492
260, 0.112265, 0.103723
261, 0.281671, 0.27853
262, 0.112157, 0.119063
263, 0.108569, 0.10996
264, 0.121901, 0.134411
265, 0.10228, 0.102828
266, 0.355434, 0.344681
267, 0.157134, 0.124063
268, 0.106182, 0.106139
269, 0.117517, 0.114164
270, 0.287878, 0.280299
271, 0.52702, 0.521248
272, 0.439137, 0.433995
273, 0.348933, 0.306238
274, 0.158264, 0.179047
275, 0.253566, 0.212472
276, 0.218798, 0.155068
277, 0.137429, 0.140698
278, 0.102594, 0.109019
279, 0.114916, 0.12208
280, 0.104839, 0.0899546
281, 0.140005, 0.138846
282, 0.102879, 0.0998028
283, 0.109683, 0.113624
284, 0.111622, 0.104238
285, 0.342078, 0.301499
286, 0.149623, 0.162389
287, 0.233544, 0.260462
288, 0.100685, 0.101159
289, 0.136937, 0.146741
290, 0.154268, 0.209764
291, 0.134683, 0.134
292, 0.133655, 0.143086
293, 0.129059, 0.127089
294, 0.284527, 0.280087
295, 0.112157, 0.119816
296, 0.117294, 0.120761
297, 0.1073, 0.112339
298, 0.137319, 0.132821
299, 0.102836, 0.104557
300, 0.184395, 0.163558
301, 0.232143, 0.208982
302, 0.111036, 0.101188
303, 0.128303, 0.160958
304, 0.10798, 0.104613
305, 0.234647, 0.245909
306, 0.115306, 0.118179
307, 0.111223, 0.106523
308, 0.132361, 0.116966
309, 0.101683, 0.0931379
310, 0.104708, 0.10952
311, 0.10296, 0.0999656
312, 0.181997, 0.156824
313, 0.108681, 0.125307
314, 0.106939, 0.104617
315, 0.10644, 0.114428
316, 0.102018, 0.0885776
317, 0.136412, 0.139658
318, 0.111975, 0.114438
319, 0.104922, 0.113218
320, 0.103352, 0.0999954
321, 0.164462, 0.18033
322, 0.129448, 0.12025
323, 0.228233, 0.278134
324, 0.103673, 0.109717
325, 0.19565, 0.204653
326, 0.125869, 0.134082
327, 0.100928, 0.105401
328, 0.108793, 0.121251
329, 0.164368, 0.128148
330, 0.102642, 0.103009
331, 0.128676, 0.127107
332, 0.104041, 0.102267
333, 0.12437, 0.126453
334, 0.164895, 0.190699
335, 0.154023, 0.158786
336, 0.1811, 0.159259
337, 0.273557, 0.261681
338, 0.204666, 0.228188
339, 0.10893, 0.108531
340, 0.102017, 0.10387
341, 0.123922, 0.121405
342, 0.122916, 0.129802
343, 0.415752, 0.411597
344, 0.385837, 0.331428
345, 0.128556, 0.11775
346, 0.103974, 0.103828
347, 0.11295, 0.114868
348, 0.18155, 0.207126
349, 0.154206, 0.152871
350, 0.167755, 0.159151
351, 0.101432, 0.0987756
352, 0.592693, 0.597799
353, 0.181858, 0.118329
354, 0.104014, 0.105433
355, 0.115278, 0.130153
356, 0.123708, 0.11539
357, 0.111744, 0.112471
358, 0.100711, 0.0963881
359, 0.149737, 0.143348
360, 0.117409, 0.133138
361, 0.161236, 0.167016
362, 0.153564, 0.153102
363, 0.375542, 0.360629
364, 0.173157, 0.200416
365, 0.242446, 0.242444
366, 0.130042, 0.142442
367, 0.103075, 0.0987068
368, 0.301266, 0.223011
369, 0.14751, 0.15704
370, 0.300505, 0.302124
371, 0.563139, 0.56482
372, 0.108279, 0.118174
373, 0.113424, 0.122964
374, 0.110987, 0.121237
375, 0.132457, 0.136026
376, 0.110298, 0.10204
377, 0.117534, 0.13987
378, 0.124642, 0.133912
379, 0.165144, 0.18433
380, 0.101487, 0.102166
381, 0.163074, 0.152621
382, 0.130121, 0.123474
383, 0.113297, 0.115689
384, 0.102214, 0.10454
385, 0.13667, 0.150234
386, 0.106032, 0.115041
387, 0.282664, 0.332036
388, 0.105333, 0.0976653
389, 0.208598, 0.187597
390, 0.110357, 0.115353
391, 0.194727, 0.190657
392, 0.210707, 0.213169
393, 0.164897, 0.168331
394, 0.100847, 0.0967181
395, 0.291126, 0.31876
396, 0.16288, 0.163518
397, 0.106337, 0.0993169
398, 0.135639, 0.13672
399, 0.148727, 0.143697
400, 0.130701, 0.133621
401, 0.165846, 0.137833
402, 0.104096, 0.0944133
403, 0.113403, 0.131565
404, 0.243333, 0.234173
405, 0.109071, 0.106874
406, 0.118588, 0.120326
407, 0.138988, 0.150463
408, 0.126031, 0.133903
409, 0.108502, 0.109826
410, 0.370387, 0.302264
411, 0.199012, 0.189813
412, 0.809529, 0.805673
413, 0.329614, 0.331637
414, 0.263561, 0.311704
415, 0.129015, 0.122912
416, 0.148817, 0.147288
417, 0.259875, 0.261193
418, 0.106441, 0.10647
419, 0.112199, 0.13158
420, 0.248116, 0.236092
421, 0.219167, 0.215194
422, 0.102368, 0.0971383
423, 0.123852, 0.129986
424, 0.134974, 0.130081
425, 0.311163, 0.324239
426, 0.105235, 0.101954
427, 0.151188, 0.128958
428, 0.280334, 0.236245
429, 0.127565, 0.141323
430, 0.150383, 0.145907
431, 0.110851, 0.114103
432, 0.140196, 0.149368
433, 0.245124, 0.236938
434, 0.145047, 0.139792
435, 0.141521, 0.12625
436, 0.236125, 0.242866
437, 0.176001, 0.141081
438, 0.139528, 0.152015
439, 0.132348, 0.138793
440, 0.136267, 0.172015
441, 0.105927, 0.120373
442, 0.106399, 0.109786
443, 0.156925, 0.189525
444, 0.10672, 0.114045
445, 0.25709, 0.168567
446, 0.132428, 0.132563
447, 0.129356, 0.121141
448, 0.100521, 0.0953957
449, 0.252585, 0.262419
450, 0.143503, 0.174073
451, 0.16507, 0.191292
452, 0.242264, 0.260491
453, 0.330988, 0.284024
454, 0.174649, 0.17722
455, 0.356558, 0.351703
456, 0.113029, 0.121096
457, 0.412547, 0.414118
458, 0.197017, 0.183665
459, 0.102371, 0.0982938
460, 0.107647, 0.109157
461, 0.114374, 0.110101
462, 0.101422, 0.0877376
463, 0.118141, 0.12394
464, 0.178938, 0.230248
465, 0.119726, 0.111911
466, 0.11604, 0.128444
467, 0.286304, 0.290908
468, 0.166745, 0.148642
469, 0.208316, 0.181852
470, 0.112175, 0.114719
