Row, Predicted, Correct
1, 0.199942, 0.236452
2, 0.102642, 0.110298
3, 0.0977396, 0.100579
4, 0.179596, 0.164895
5, 0.208904, 0.245124
6, 0.138377, 0.117454
7, 0.184115, 0.23148
8, 0.104133, 0.108747
9, 0.378513, 0.204666
10, 0.343029, 0.382201
11, 0.106838, 0.101974
12, 0.263676, 0.301551
13, 0.141273, 0.181858
14, 0.230778, 0.242264
15, 0.140404, 0.138988
16, 0.109439, 0.117986
17, 0.111819, 0.112157
18, 0.413009, 0.403377
19, 0.1066, 0.113777
20, 0.133244, 0.125164
21, 0.270179, 0.244175
22, 0.127318, 0.135121
23, 0.0939372, 0.104625
24, 0.0977132, 0.100255
25, 0.101435, 0.107431
26, 0.180508, 0.156925
27, 0.114264, 0.112726
28, 0.125808, 0.112175
29, 0.130115, 0.157499
30, 0.179282, 0.199012
31, 0.164204, 0.174649
32, 0.115355, 0.112738
33, 0.126232, 0.120945
34, 0.107794, 0.117316
35, 0.133196, 0.13032
36, 0.278772, 0.385624
37, 0.12532, 0.151188
38, 0.115383, 0.105082
39, 0.153822, 0.130983
40, 0.0967651, 0.104809
41, 0.105596, 0.108471
42, 0.112687, 0.110405
43, 0.261257, 0.377871
44, 0.108191, 0.10756
45, 0.100396, 0.100928
46, 0.156637, 0.221413
47, 0.110711, 0.12437
48, 0.227365, 0.315018
49, 0.128207, 0.153564
50, 0.14396, 0.133655
51, 0.11129, 0.123852
52, 0.136892, 0.177113
53, 0.14291, 0.162441
54, 0.10987, 0.130121
55, 0.139912, 0.156162
56, 0.182187, 0.161236
57, 0.103631, 0.110242
58, 0.109114, 0.104342
59, 0.0996435, 0.101496
60, 0.108376, 0.114844
61, 0.0983017, 0.102368
62, 0.127715, 0.135336
63, 0.171625, 0.160313
64, 0.119405, 0.121509
65, 0.187923, 0.19893
66, 0.116183, 0.129059
67, 0.0862842, 0.103615
68, 0.291548, 0.311163
69, 0.0935606, 0.102834
70, 0.281861, 0.300505
71, 0.0837678, 0.103865
72, 0.123128, 0.131306
73, 0.147204, 0.218798
74, 0.105081, 0.110757
75, 0.17211, 0.1811
76, 0.326902, 0.233544
77, 0.145839, 0.154023
78, 0.122833, 0.112265
79, 0.100215, 0.102642
80, 0.155402, 0.167282
81, 0.145301, 0.162481
82, 0.103691, 0.110344
83, 0.120978, 0.118592
84, 0.104467, 0.101325
85, 0.168604, 0.196229
86, 0.124251, 0.128556
87, 0.0956987, 0.136585
88, 0.267947, 0.258124
89, 0.135681, 0.149737
90, 0.0855095, 0.106737
91, 0.167805, 0.130042
92, 0.118071, 0.157134
93, 0.0969632, 0.105778
94, 0.438312, 0.454988
95, 0.290549, 0.370387
96, 0.146151, 0.128303
97, 0.100249, 0.100213
98, 0.123125, 0.14182
99, 0.387161, 0.280334
100, 0.126391, 0.12269
101, 0.31195, 0.321486
102, 0.120911, 0.124178
103, 0.199126, 0.242922
104, 0.16673, 0.206977
105, 0.103469, 0.102491
106, 0.114283, 0.126728
107, 0.116348, 0.106136
108, 0.112018, 0.115641
109, 0.0795772, 0.105333
110, 0.0995734, 0.100944
111, 0.12695, 0.112199
112, 0.0962835, 0.100711
113, 0.277313, 0.422719
114, 0.191743, 0.1994
115, 0.188185, 0.243333
116, 0.52561, 0.439137
117, 0.102605, 0.106319
118, 0.0877195, 0.108818
