Row, Predicted, Correct
1, 0.110983, 0.104653
2, 0.17328, 0.194951
3, 0.131756, 0.121901
4, 0.261453, 0.291126
5, 0.131285, 0.122459
6, 0.138215, 0.12269
7, 0.272031, 0.312054
8, 0.149931, 0.129347
9, 0.103453, 0.106356
10, 0.106668, 0.10816
11, 0.164072, 0.137429
12, 0.21052, 0.242922
13, 0.165964, 0.14821
14, 0.134987, 0.135639
15, 0.151032, 0.145976
16, 0.115668, 0.111036
17, 0.20653, 0.253012
18, 0.105613, 0.103135
19, 0.101299, 0.100579
20, 0.131713, 0.119677
21, 0.145604, 0.138922
22, 0.121065, 0.113417
23, 0.166887, 0.146468
24, 0.118704, 0.113424
25, 0.288086, 0.385624
26, 0.104317, 0.102642
27, 0.130963, 0.121994
28, 0.213103, 0.242446
29, 0.114803, 0.106337
30, 0.100648, 0.10094
31, 0.283379, 0.264273
32, 0.131029, 0.112046
33, 0.105733, 0.102795
34, 0.163613, 0.177498
35, 0.149343, 0.140705
36, 0.760858, 0.776247
37, 0.124866, 0.135121
38, 0.105308, 0.103075
39, 0.105266, 0.105778
40, 0.216786, 0.288884
41, 0.169995, 0.156408
42, 0.104823, 0.10332
43, 0.163331, 0.128303
44, 0.102477, 0.10088
45, 0.122874, 0.111744
46, 0.141944, 0.123425
47, 0.399189, 0.548279
48, 0.189479, 0.194746
49, 0.103306, 0.102023
50, 0.134694, 0.145826
51, 0.105945, 0.104163
52, 0.192897, 0.164687
53, 0.141305, 0.143356
54, 0.204635, 0.150383
55, 0.107241, 0.107076
56, 0.422897, 0.454988
57, 0.184981, 0.283951
58, 0.128551, 0.144443
59, 0.0999036, 0.105333
60, 0.316478, 0.299533
61, 0.311816, 0.252585
62, 0.124497, 0.124815
63, 0.288376, 0.300505
64, 0.196272, 0.14751
65, 0.139374, 0.151993
66, 0.140515, 0.112199
67, 0.184209, 0.198531
68, 0.127129, 0.151188
69, 0.117879, 0.112175
70, 0.180868, 0.23223
71, 0.328259, 0.217141
72, 0.109627, 0.109683
73, 0.237872, 0.242264
74, 0.103971, 0.1028
75, 0.104965, 0.100928
76, 0.124178, 0.115289
77, 0.303884, 0.244175
78, 0.186885, 0.181165
79, 0.117829, 0.117986
80, 0.150403, 0.162481
81, 0.15491, 0.156162
82, 0.125446, 0.146523
83, 0.12537, 0.132361
84, 0.158496, 0.16288
85, 0.155812, 0.192442
86, 0.134523, 0.12537
87, 0.138765, 0.139623
88, 0.137468, 0.14934
89, 0.390307, 0.402651
90, 0.280793, 0.258124
91, 0.122019, 0.117517
92, 0.160557, 0.221413
93, 0.181217, 0.208598
94, 0.299468, 0.178827
95, 0.199181, 0.228233
96, 0.107852, 0.106939
97, 0.11185, 0.115105
98, 0.29224, 0.311163
99, 0.123102, 0.126031
100, 0.124892, 0.112265
101, 0.101893, 0.102594
102, 0.310106, 0.342078
103, 0.127348, 0.137327
104, 0.227633, 0.212445
105, 0.113086, 0.103974
106, 0.143772, 0.177113
107, 0.141165, 0.104922
108, 0.130795, 0.122916
109, 0.113819, 0.108471
110, 0.118173, 0.109569
111, 0.191924, 0.19565
112, 0.11797, 0.115925
113, 0.102998, 0.101886
114, 0.131382, 0.125869
115, 0.207139, 0.210592
116, 0.1721, 0.173157
117, 0.121361, 0.112784
118, 0.162086, 0.164897
