Row, Correct, Predicted
1, 0.10672, 0.114577
2, 0.141521, 0.139706
3, 0.111313, 0.114766
4, 0.194727, 0.188516
5, 0.112046, 0.096614
6, 0.111641, 0.114976
7, 0.111036, 0.104223
8, 0.300505, 0.292174
9, 0.219167, 0.22126
10, 0.208598, 0.186468
11, 0.169073, 0.150191
12, 0.158264, 0.17656
13, 0.113107, 0.106943
14, 0.236452, 0.207403
15, 0.276431, 0.302159
16, 0.181858, 0.124501
17, 0.130701, 0.127951
18, 0.147185, 0.137488
19, 0.154803, 0.134626
20, 0.121901, 0.133021
21, 0.123922, 0.119554
22, 0.370859, 0.338539
23, 0.129448, 0.11703
24, 0.280686, 0.262383
25, 0.109821, 0.10305
26, 0.167755, 0.15891
27, 0.10519, 0.101809
28, 0.118788, 0.114527
29, 0.10094, 0.0948095
30, 0.104922, 0.103028
31, 0.253566, 0.211634
32, 0.102742, 0.109284
33, 0.104625, 0.0968298
34, 0.125122, 0.125092
35, 0.1073, 0.107543
36, 0.281671, 0.278443
37, 0.132348, 0.132663
38, 0.113297, 0.111727
39, 0.174649, 0.169606
40, 0.108992, 0.112866
41, 0.154268, 0.202438
42, 0.190725, 0.197723
43, 0.342768, 0.247504
44, 0.216679, 0.218517
45, 0.14934, 0.153505
46, 0.119726, 0.114999
47, 0.107558, 0.100785
48, 0.136412, 0.145728
49, 0.111496, 0.106832
50, 0.122349, 0.122499
51, 0.1041, 0.10842
52, 0.208508, 0.191896
53, 0.138922, 0.151183
54, 0.155542, 0.145989
55, 0.199765, 0.253732
56, 0.132428, 0.144174
57, 0.121157, 0.117542
58, 0.128676, 0.127196
59, 0.1811, 0.175921
60, 0.178827, 0.218771
61, 0.113266, 0.104759
62, 0.143356, 0.134854
63, 0.275744, 0.261289
64, 0.100703, 0.0982719
65, 0.12437, 0.118901
66, 0.168685, 0.203205
67, 0.253012, 0.202692
68, 0.105639, 0.105409
69, 0.111622, 0.102461
70, 0.11065, 0.101041
71, 0.110242, 0.109545
72, 0.136267, 0.171295
73, 0.548279, 0.510185
74, 0.167282, 0.142659
75, 0.300712, 0.233285
76, 0.108502, 0.108993
77, 0.133812, 0.139826
78, 0.175354, 0.18305
79, 0.29982, 0.302252
80, 0.100255, 0.0931211
81, 0.115306, 0.115549
82, 0.112199, 0.12252
83, 0.215572, 0.240591
84, 0.162925, 0.139169
85, 0.301266, 0.226103
86, 0.134974, 0.126976
87, 0.151299, 0.1948
88, 0.45608, 0.423942
89, 0.32508, 0.268401
90, 0.217141, 0.234243
91, 0.104809, 0.110212
92, 0.10756, 0.1046
93, 0.143354, 0.145771
94, 0.158419, 0.138646
95, 0.134751, 0.138945
96, 0.121509, 0.121185
97, 0.111832, 0.131644
98, 0.125408, 0.124138
99, 0.130095, 0.135704
100, 0.382201, 0.360602
101, 0.138783, 0.146698
102, 0.258124, 0.292089
103, 0.602205, 0.586691
104, 0.113029, 0.135708
105, 0.13003, 0.125595
106, 0.164897, 0.174195
107, 0.163074, 0.157738
108, 0.355434, 0.325884
109, 0.315225, 0.299774
110, 0.140196, 0.149503
111, 0.402651, 0.384669
112, 0.105927, 0.116091
113, 0.312054, 0.301588
114, 0.108279, 0.110914
115, 0.256049, 0.277808
116, 0.110344, 0.103617
117, 0.110757, 0.10754
118, 0.164462, 0.171764
119, 0.102018, 0.0970072
120, 0.140325, 0.147679
121, 0.129059, 0.122521
122, 0.154206, 0.135599
123, 0.130914, 0.174153
124, 0.105628, 0.115502
125, 0.460326, 0.369069
126, 0.234647, 0.255324
127, 0.103135, 0.0972376
128, 0.13032, 0.116733
129, 0.194558, 0.199938
130, 0.104653, 0.111076
131, 0.102836, 0.103603
132, 0.113403, 0.126763
133, 0.116375, 0.121338
134, 0.108836, 0.108392
135, 0.213101, 0.192925
136, 0.108793, 0.12311
137, 0.221413, 0.158334
138, 0.126728, 0.154425
139, 0.145826, 0.140221
140, 0.130042, 0.133242
141, 0.12775, 0.110489
142, 0.102594, 0.106453
143, 0.100213, 0.0980675
144, 0.124642, 0.122094
145, 0.161236, 0.157361
146, 0.129706, 0.129958
147, 0.137319, 0.14044
148, 0.122459, 0.110822
149, 0.127665, 0.165248
150, 0.103601, 0.103466
151, 0.109967, 0.117433
152, 0.117316, 0.114374
153, 0.10816, 0.102667
154, 0.10127, 0.0942835
155, 0.439137, 0.391045
156, 0.107076, 0.110969
157, 0.106316, 0.113449
158, 0.301551, 0.291437
159, 0.120945, 0.119069
160, 0.104096, 0.0971891
161, 0.108759, 0.108349
162, 0.107607, 0.107072
163, 0.195861, 0.199537
164, 0.124815, 0.115683
165, 0.113205, 0.126294
166, 0.248116, 0.253156
167, 0.106737, 0.103194
168, 0.243333, 0.202373
169, 0.112157, 0.119041
170, 0.100517, 0.089972
171, 0.194747, 0.205671
172, 0.102188, 0.101052
173, 0.189598, 0.168522
174, 0.104163, 0.108968
175, 0.170201, 0.15872
176, 0.232143, 0.187044
177, 0.102834, 0.100953
178, 0.115134, 0.14403
179, 0.213215, 0.26323
180, 0.219593, 0.211961
181, 0.129587, 0.122665
182, 0.129356, 0.122101
183, 0.110822, 0.109774
184, 0.20438, 0.165045
185, 0.190445, 0.1783
186, 0.127565, 0.136708
187, 0.263934, 0.279587
188, 0.592693, 0.557188
189, 0.112265, 0.117622
190, 0.135336, 0.123485
191, 0.52702, 0.519801
192, 0.166743, 0.191019
193, 0.102788, 0.108648
194, 0.371482, 0.363249
195, 0.102642, 0.0998831
196, 0.110851, 0.110855
197, 0.249396, 0.243667
198, 0.259875, 0.26315
199, 0.108747, 0.106107
200, 0.166745, 0.144257
201, 0.252585, 0.238636
202, 0.241157, 0.236879
203, 0.105082, 0.112632
204, 0.102714, 0.106057
205, 0.385624, 0.300324
206, 0.115925, 0.11285
207, 0.204666, 0.254327
208, 0.19565, 0.202891
209, 0.114916, 0.121814
210, 0.1028, 0.103139
211, 0.10296, 0.100218
212, 0.14751, 0.179015
213, 0.140902, 0.136243
214, 0.563139, 0.567755
215, 0.103865, 0.102267
216, 0.165381, 0.160654
217, 0.129015, 0.120943
218, 0.254207, 0.26738
219, 0.103615, 0.0965293
220, 0.102368, 0.0995528
221, 0.117409, 0.130005
222, 0.285274, 0.260224
223, 0.156657, 0.151411
224, 0.210707, 0.182794
225, 0.25709, 0.208768
226, 0.288884, 0.272015
227, 0.282664, 0.348924
228, 0.370387, 0.283619
229, 0.185918, 0.184561
230, 0.106319, 0.096057
231, 0.144443, 0.128809
232, 0.115289, 0.11449
233, 0.103673, 0.0995201
234, 0.118342, 0.124437
235, 0.164895, 0.191688
236, 0.117986, 0.108478
237, 0.117534, 0.136433
238, 0.776247, 0.760747
239, 0.130121, 0.124723
240, 0.10285, 0.102143
241, 0.150383, 0.134726
242, 0.112738, 0.121248
243, 0.168939, 0.1794
244, 0.10228, 0.103559
245, 0.132854, 0.18397
246, 0.166689, 0.22696
247, 0.151993, 0.14483
248, 0.136522, 0.130339
249, 0.110769, 0.108024
250, 0.151442, 0.146706
251, 0.165144, 0.167028
252, 0.148817, 0.148307
253, 0.101974, 0.105558
254, 0.329614, 0.317587
255, 0.10951, 0.104252
256, 0.184395, 0.15489
257, 0.102371, 0.0941251
258, 0.100685, 0.0949413
259, 0.130827, 0.127478
260, 0.110405, 0.117584
261, 0.180858, 0.178646
262, 0.184531, 0.15146
263, 0.108307, 0.110994
264, 0.177498, 0.192349
265, 0.197017, 0.171499
266, 0.194746, 0.170968
267, 0.279586, 0.371039
268, 0.110357, 0.112089
269, 0.287878, 0.300232
270, 0.186367, 0.192993
271, 0.198531, 0.195001
272, 0.247382, 0.25075
273, 0.415752, 0.388273
274, 0.162441, 0.165803
275, 0.212445, 0.195009
276, 0.107594, 0.113281
277, 0.104818, 0.106117
278, 0.104014, 0.103757
279, 0.181266, 0.214575
280, 0.204047, 0.182603
281, 0.357685, 0.333378
282, 0.120077, 0.123258
283, 0.122534, 0.119248
284, 0.102214, 0.0954945
285, 0.152263, 0.159403
286, 0.119677, 0.148765
287, 0.164368, 0.138046
288, 0.113424, 0.120105
289, 0.405155, 0.380433
290, 0.128556, 0.122938
291, 0.23148, 0.193825
292, 0.100521, 0.0939259
293, 0.40531, 0.374586
294, 0.311163, 0.315461
295, 0.140005, 0.137535
296, 0.112157, 0.116797
297, 0.101395, 0.09516
298, 0.109683, 0.111017
299, 0.122916, 0.153891
300, 0.14821, 0.173572
301, 0.149737, 0.134667
302, 0.242264, 0.256115
303, 0.140505, 0.134034
304, 0.137327, 0.119226
305, 0.106399, 0.106516
306, 0.101496, 0.0962924
307, 0.101432, 0.097087
308, 0.195511, 0.244936
309, 0.106032, 0.101834
310, 0.101683, 0.0955625
311, 0.102491, 0.103684
312, 0.117294, 0.12036
313, 0.107647, 0.109012
314, 0.11132, 0.119184
315, 0.101886, 0.094988
316, 0.106939, 0.102824
