Row, Predicted, Correct
1, 0.115316, 0.123852
2, 0.143089, 0.170473
3, 0.0971069, 0.10127
4, 0.142041, 0.150536
5, 0.521342, 0.602205
6, 0.123974, 0.103673
7, 0.101376, 0.10816
8, 0.103765, 0.10893
9, 0.1093, 0.111975
10, 0.253977, 0.342768
11, 0.102609, 0.101678
12, 0.138456, 0.117316
13, 0.185463, 0.173157
14, 0.118504, 0.117986
15, 0.178211, 0.16288
16, 0.125755, 0.112175
17, 0.1344, 0.113298
18, 0.0733948, 0.134683
19, 0.154897, 0.138898
20, 0.161278, 0.134751
21, 0.34053, 0.548279
22, 0.941003, 0.9
23, 0.142087, 0.12269
24, 0.0951176, 0.108428
25, 0.147298, 0.135639
26, 0.287837, 0.422719
27, 0.13733, 0.113403
28, 0.0969188, 0.100213
29, 0.129139, 0.111313
30, 0.146654, 0.144443
31, 0.209454, 0.198531
32, 0.0962964, 0.104809
33, 0.324197, 0.311163
34, 0.199372, 0.195861
35, 0.121722, 0.132361
36, 0.183117, 0.136267
37, 0.0852289, 0.108759
38, 0.119339, 0.117135
39, 0.109466, 0.104342
40, 0.284862, 0.244175
41, 0.201417, 0.23148
42, 0.139982, 0.122459
43, 0.0229356, 0.154206
44, 0.105747, 0.107607
45, 0.13154, 0.124642
46, 0.189303, 0.211733
47, 0.103664, 0.111186
48, 0.129211, 0.122534
49, 0.092984, 0.102544
50, 0.257202, 0.273557
51, 0.250619, 0.263934
52, 0.206305, 0.194558
53, 0.191848, 0.158264
54, 0.123676, 0.112201
55, 0.122504, 0.111622
56, 0.197596, 0.156925
57, 0.0992842, 0.100847
58, 0.196826, 0.165144
59, 0.364059, 0.460326
60, 0.0691641, 0.102836
61, 0.0303024, 0.104839
62, 0.157729, 0.140325
63, 0.110148, 0.10647
64, 0.147548, 0.166745
65, 0.161303, 0.143354
66, 0.156133, 0.13667
67, 0.140378, 0.121901
68, 0.13982, 0.157499
69, 0.30784, 0.282664
70, 0.102112, 0.101683
71, 0.169991, 0.205717
72, 0.29092, 0.311241
73, 0.0744085, 0.103865
74, 0.136149, 0.129224
75, 0.174319, 0.196229
76, 0.221737, 0.209358
77, 0.105124, 0.102491
78, 0.138223, 0.12775
79, 0.192171, 0.242446
80, 0.137101, 0.109808
81, 0.125887, 0.108279
82, 0.156995, 0.136937
83, 0.119897, 0.102742
84, 0.306127, 0.35195
85, 0.135402, 0.117409
86, 0.121777, 0.11604
87, 0.155737, 0.167282
88, 0.145289, 0.151046
89, 0.100112, 0.104625
90, 0.293607, 0.301551
91, 0.156306, 0.153564
92, 0.779473, 0.356558
93, 0.114857, 0.114374
94, 0.204098, 0.25709
95, 0.115992, 0.104818
96, 0.195749, 0.208508
97, 0.141619, 0.133635
98, 0.105759, 0.105639
99, 0.131488, 0.108793
100, 0.253854, 0.274922
101, 0.351944, 0.45608
102, 0.128755, 0.115289
103, 0.226419, 0.210592
104, 0.474852, 0.396128
105, 0.0990024, 0.101496
106, 0.31365, 0.299533
107, 0.481348, 0.329614
108, 0.10222, 0.103075
109, 0.136701, 0.112199
110, 0.221171, 0.154268
111, 0.133718, 0.124815
112, 0.130555, 0.131539
113, 0.0790152, 0.102972
114, 0.165269, 0.145452
115, 0.322749, 0.213215
116, 0.0928967, 0.100753
117, 0.113075, 0.1091
118, 0.162952, 0.113029
