Row, Predicted, Correct
1, 0.0951594, 0.10647
2, 0.221823, 0.261458
3, 0.0731508, 0.1
4, 0.112578, 0.110144
5, 0.146293, 0.125122
6, 0.0999851, 0.108992
7, 0.159442, 0.177113
8, 0.145691, 0.141417
9, 0.166317, 0.113066
10, 0.114651, 0.104653
11, 0.140445, 0.148727
12, 0.161495, 0.140196
13, 0.164659, 0.142718
14, 0.10215, 0.104163
15, 0.472664, 0.351986
16, 0.209296, 0.195861
17, 0.396997, 0.279586
18, 0.12078, 0.108747
19, 0.128335, 0.129015
20, 0.206625, 0.245124
21, 0.10502, 0.1091
22, 0.139134, 0.13003
23, 0.491064, 0.602205
24, 0.166034, 0.205717
25, 0.149709, 0.143356
26, 0.236578, 0.212445
27, 0.123688, 0.105628
28, 0.358678, 0.382201
29, 0.0912909, 0.102594
30, 0.138916, 0.116375
31, 0.115761, 0.106032
32, 0.0838173, 0.107431
33, 0.179422, 0.181858
34, 0.072029, 0.100521
35, 0.132922, 0.117498
36, 0.0904923, 0.137327
37, 0.110985, 0.10951
38, 0.085261, 0.101496
39, 0.196212, 0.210592
40, 0.147247, 0.124642
41, 0.115851, 0.109821
42, 0.101146, 0.103075
43, 0.20012, 0.151299
44, 0.0901287, 0.104014
45, 0.21719, 0.32508
46, 0.120069, 0.113107
47, 0.517676, 0.356558
48, 0.0899113, 0.1041
49, 0.143757, 0.136585
50, 0.166823, 0.154023
51, 0.0688977, 0.102023
52, 0.144084, 0.14934
53, 0.0986411, 0.110769
54, 0.330962, 0.412547
55, 0.240165, 0.299811
56, 0.0749394, 0.10285
57, 0.151047, 0.166745
58, 0.0711649, 0.102879
59, 0.149333, 0.151442
60, 0.143381, 0.112175
61, 0.195221, 0.200233
62, 0.169746, 0.190445
63, 0.118033, 0.115105
64, 0.145462, 0.155542
65, 0.128551, 0.124178
66, 0.141538, 0.118588
67, 0.64954, 0.749997
68, 0.116623, 0.10644
69, 0.160194, 0.162481
70, 0.134334, 0.115306
71, 0.112306, 0.110242
72, 0.182428, 0.20438
73, 0.180813, 0.176001
74, 0.2915, 0.311163
75, 0.101438, 0.103974
76, 0.125937, 0.121157
77, 0.168821, 0.185918
78, 0.0860115, 0.104899
79, 0.166645, 0.128303
80, 0.843774, 0.9
81, 0.0995056, 0.10893
82, 0.275637, 0.377871
83, 0.105837, 0.10332
84, 0.146831, 0.115278
85, 0.151227, 0.122916
86, 0.303241, 0.291857
87, 0.304529, 0.301551
88, 0.107107, 0.104809
89, 0.382495, 0.233544
90, 0.239943, 0.242264
91, 0.151358, 0.136937
92, 0.261385, 0.282664
93, 0.154569, 0.13032
94, 0.16357, 0.221413
95, 0.336026, 0.355434
