Row, Predicted, Correct
1, 0.170973, 0.127565
2, 0.206916, 0.377871
3, 0.168372, 0.123852
4, 0.145437, 0.117986
5, 0.159432, 0.140005
6, 0.149801, 0.134751
7, 0.259795, 0.396128
8, 0.108541, 0.103552
9, 0.129429, 0.117534
10, 0.217792, 0.284527
11, 0.133952, 0.165846
12, 0.119644, 0.117517
13, 0.111518, 0.10893
14, 0.13332, 0.148727
15, 0.260541, 0.190725
16, 0.18633, 0.156162
17, 0.241076, 0.315225
18, 0.111136, 0.107607
19, 0.150195, 0.165381
20, 0.147963, 0.151046
21, 0.177037, 0.169073
22, 0.188683, 0.174649
23, 0.088285, 0.100213
24, 0.132463, 0.113417
25, 0.210141, 0.178732
26, 0.197645, 0.243333
27, 0.219713, 0.248116
28, 0.0967907, 0.102742
29, 0.221216, 0.26141
30, 0.10856, 0.103601
31, 0.245556, 0.282664
32, 0.150624, 0.146468
33, 0.133032, 0.154803
34, 0.103925, 0.104096
35, 0.161894, 0.16288
36, 0.165502, 0.12775
37, 0.152875, 0.140325
38, 0.216015, 0.1811
39, 0.186297, 0.1432
40, 0.206148, 0.140705
41, 0.178601, 0.166745
42, 0.094054, 0.104014
43, 0.177658, 0.130827
44, 0.277369, 0.195511
45, 0.143461, 0.139162
46, 0.107238, 0.112157
47, 0.109784, 0.109393
48, 0.102967, 0.103075
49, 0.181902, 0.105927
50, 0.237205, 0.312054
51, 0.0801315, 0.100521
52, 0.119209, 0.115925
53, 0.16929, 0.164462
54, 0.189524, 0.115278
55, 0.108879, 0.105628
56, 0.130074, 0.120597
57, 0.0936651, 0.102714
58, 0.101224, 0.107022
59, 0.112122, 0.110987
60, 0.118079, 0.112199
61, 0.24355, 0.280686
62, 0.16596, 0.120077
63, 0.186969, 0.129652
64, 0.138987, 0.184395
65, 0.131538, 0.106032
66, 0.133911, 0.109808
67, 0.131688, 0.115289
68, 0.136925, 0.103673
69, 0.10766, 0.110822
70, 0.11503, 0.129059
71, 0.100694, 0.10951
72, 0.114384, 0.108428
73, 0.188966, 0.186367
74, 0.21468, 0.192442
75, 0.304033, 0.351986
76, 0.135426, 0.131539
77, 0.224129, 0.158422
78, 0.150532, 0.113403
79, 0.0991693, 0.108502
80, 0.0872568, 0.104839
81, 0.147994, 0.108569
82, 0.299158, 0.415752
83, 0.144882, 0.129587
84, 0.134197, 0.122448
85, 0.20427, 0.167797
86, 0.20898, 0.143503
87, 0.0846432, 0.102503
88, 0.136646, 0.133812
89, 0.0899293, 0.103627
90, 0.134194, 0.145047
91, 0.181271, 0.153149
92, 0.191285, 0.204047
93, 0.127335, 0.123922
94, 0.195329, 0.13032
95, 0.0994576, 0.102544
96, 0.0917365, 0.104899
97, 0.0929825, 0.102795
98, 0.0916968, 0.107558
99, 0.160371, 0.167755
100, 0.191148, 0.167282
101, 0.25291, 0.164687
102, 0.110516, 0.114916
103, 0.151802, 0.123998
104, 0.113989, 0.110298
105, 0.205524, 0.166689
106, 0.0972243, 0.102491
107, 0.104333, 0.106737
108, 0.195001, 0.126728
109, 0.273591, 0.402651
110, 0.160508, 0.144443
111, 0.251571, 0.18155
112, 0.303161, 0.405155
113, 0.112122, 0.109071
114, 0.105689, 0.104163
115, 0.381127, 0.247382
116, 0.402192, 0.809529
117, 0.166482, 0.151442
118, 0.0801249, 0.102188
