pass,msqer
1, 0.00406691
2, 0.00330123
3, 0.00323644
4, 0.00315823
5, 0.00299326
6, 0.00270993
7, 0.00246098
8, 0.00229882
9, 0.00216133
10, 0.00205532
11, 0.00198062
12, 0.0019302
13, 0.00189818
14, 0.00188005
15, 0.00187216
16, 0.00187169
17, 0.00179556
18, 0.00179152
19, 0.00179071
20, 0.00176172
21, 0.00175621
22, 0.00175201
23, 0.00174992
24, 0.00174732
25, 0.00174207
26, 0.00173723
27, 0.00173345
28, 0.00173077
29, 0.00172951
30, 0.00172951
31, 0.00172951
32, 0.00172951
33, 0.00172951
34, 0.00172951
35, 0.00172951
36, 0.00172951
37, 0.00172951
38, 0.00172951
39, 0.00172951
40, 0.00172951
41, 0.00172951
42, 0.00172951
43, 0.00172951
44, 0.00172951
45, 0.00172951
46, 0.00172951
47, 0.00172951
48, 0.00172951
49, 0.00172951
50, 0.00172951
51, 0.00172951
52, 0.00172951
53, 0.00172951
54, 0.00172951
55, 0.00172951
56, 0.00172951
57, 0.00172951
58, 0.00172951
59, 0.00172951
60, 0.00172951
61, 0.00172951
62, 0.00172951
63, 0.00172951
64, 0.00172951
65, 0.00172951
66, 0.00172951
67, 0.00172951
68, 0.00172951
69, 0.00172951
70, 0.00172951
71, 0.00172951
72, 0.00172951
73, 0.00172951
74, 0.00172951
75, 0.00172951
76, 0.00172951
77, 0.00172951
78, 0.00172951
79, 0.00172951
80, 0.00172951
81, 0.00172951
82, 0.00172951
83, 0.00172951
84, 0.00172951
85, 0.00172951
86, 0.00172951
87, 0.00172951
88, 0.00172951
89, 0.00172951
90, 0.00172951
91, 0.00172951
92, 0.00172951
93, 0.00172951
94, 0.00172951
95, 0.00172951
96, 0.00172951
97, 0.00172951
98, 0.00172951
99, 0.00172951
100, 0.00172951
101, 0.00172951
102, 0.00172951
103, 0.00172951
104, 0.00172951
105, 0.00172951
106, 0.00172951
107, 0.00172951
108, 0.00172951
109, 0.00172951
110, 0.00172951
111, 0.00172951
112, 0.00172951
113, 0.00172951
114, 0.00172951
115, 0.00172951
116, 0.00172951
117, 0.00172951
118, 0.00172951
119, 0.00172951
120, 0.00172951
121, 0.00172951
122, 0.00172951
123, 0.00172951
124, 0.00172951
125, 0.00172951
126, 0.00172951
127, 0.00172951
128, 0.00172951
129, 0.00172951
130, 0.00172951
131, 0.00172951
132, 0.00172951
133, 0.00172951
134, 0.00172951
135, 0.00172951
136, 0.00172951
137, 0.00172951
138, 0.00172951
139, 0.00172951
140, 0.00172951
141, 0.00172951
142, 0.00172951
143, 0.00172951
144, 0.00172951
145, 0.00172951
146, 0.00172951
147, 0.00172951
148, 0.00172951
149, 0.00172951
150, 0.00172951
151, 0.00172951
152, 0.00172951
153, 0.00172951
154, 0.00172951
155, 0.00172951
156, 0.00172951
157, 0.00172951
158, 0.00172951
159, 0.00172951
160, 0.00172951
161, 0.00172951
162, 0.00172951
163, 0.00172951
164, 0.00172951
165, 0.00172951
166, 0.00172951
167, 0.00172951
168, 0.00172951
169, 0.00172951
170, 0.00172951
171, 0.00172951
172, 0.00172951
173, 0.00172951
174, 0.00172951
175, 0.00172951
176, 0.00172951
177, 0.00172951
178, 0.00172951
179, 0.00172951
180, 0.00172951
181, 0.00172951
182, 0.00172951
183, 0.00172951
184, 0.00172951
185, 0.00172951
186, 0.00172951
187, 0.00172951
188, 0.00172951
189, 0.00172951
190, 0.00172951
191, 0.00172951
192, 0.00172951
193, 0.00172951
194, 0.00172951
195, 0.00172951
196, 0.00172951
197, 0.00172951
198, 0.00172951
199, 0.00172951
200, 0.00172951
