Row, Predicted, Correct
1, 0.168925, 0.127565
2, 0.208681, 0.377871
3, 0.165895, 0.123852
4, 0.143076, 0.117986
5, 0.158994, 0.140005
6, 0.149555, 0.134751
7, 0.259592, 0.396128
8, 0.107717, 0.103552
9, 0.130429, 0.117534
10, 0.218565, 0.284527
11, 0.133441, 0.165846
12, 0.119232, 0.117517
13, 0.110921, 0.10893
14, 0.132265, 0.148727
15, 0.26644, 0.190725
16, 0.185033, 0.156162
17, 0.243358, 0.315225
18, 0.109392, 0.107607
19, 0.148795, 0.165381
20, 0.147131, 0.151046
21, 0.175529, 0.169073
22, 0.189166, 0.174649
23, 0.0867901, 0.100213
24, 0.131534, 0.113417
25, 0.212148, 0.178732
26, 0.196338, 0.243333
27, 0.217987, 0.248116
28, 0.0962324, 0.102742
29, 0.222161, 0.26141
30, 0.106643, 0.103601
31, 0.246389, 0.282664
32, 0.150433, 0.146468
33, 0.133332, 0.154803
34, 0.102172, 0.104096
35, 0.161388, 0.16288
36, 0.163163, 0.12775
37, 0.153072, 0.140325
38, 0.215316, 0.1811
39, 0.184781, 0.1432
40, 0.204065, 0.140705
41, 0.177064, 0.166745
42, 0.093131, 0.104014
43, 0.180628, 0.130827
44, 0.277915, 0.195511
45, 0.143782, 0.139162
46, 0.106006, 0.112157
47, 0.109131, 0.109393
48, 0.101494, 0.103075
49, 0.179887, 0.105927
50, 0.239431, 0.312054
51, 0.0787055, 0.100521
52, 0.118324, 0.115925
53, 0.168078, 0.164462
54, 0.186364, 0.115278
55, 0.107467, 0.105628
56, 0.131447, 0.120597
57, 0.0934089, 0.102714
58, 0.0995129, 0.107022
59, 0.110899, 0.110987
60, 0.117567, 0.112199
61, 0.245297, 0.280686
62, 0.16313, 0.120077
63, 0.185749, 0.129652
64, 0.139153, 0.184395
65, 0.128603, 0.106032
66, 0.132159, 0.109808
67, 0.130173, 0.115289
68, 0.134339, 0.103673
69, 0.106392, 0.110822
70, 0.113769, 0.129059
71, 0.0996074, 0.10951
72, 0.11379, 0.108428
73, 0.189163, 0.186367
74, 0.220393, 0.192442
75, 0.309356, 0.351986
76, 0.134956, 0.131539
77, 0.225866, 0.158422
78, 0.149348, 0.113403
79, 0.0986182, 0.108502
80, 0.0848445, 0.104839
81, 0.146218, 0.108569
82, 0.307323, 0.415752
83, 0.144649, 0.129587
84, 0.132626, 0.122448
85, 0.204052, 0.167797
86, 0.206715, 0.143503
87, 0.0835793, 0.102503
88, 0.136146, 0.133812
89, 0.0889929, 0.103627
90, 0.133746, 0.145047
91, 0.178827, 0.153149
92, 0.191783, 0.204047
93, 0.126969, 0.123922
94, 0.192074, 0.13032
95, 0.0976258, 0.102544
96, 0.0905654, 0.104899
97, 0.0928304, 0.102795
98, 0.0902483, 0.107558
99, 0.160685, 0.167755
100, 0.190129, 0.167282
101, 0.255105, 0.164687
102, 0.110134, 0.114916
103, 0.15124, 0.123998
104, 0.114156, 0.110298
105, 0.20876, 0.166689
106, 0.0956342, 0.102491
107, 0.102781, 0.106737
108, 0.194675, 0.126728
109, 0.277593, 0.402651
110, 0.158288, 0.144443
111, 0.249905, 0.18155
112, 0.308372, 0.405155
113, 0.111494, 0.109071
114, 0.103836, 0.104163
115, 0.39164, 0.247382
116, 0.398787, 0.809529
117, 0.16379, 0.151442
118, 0.0786615, 0.102188
