Row, Predicted, Correct
1, 0.169867, 0.127565
2, 0.209841, 0.377871
3, 0.166806, 0.123852
4, 0.142843, 0.117986
5, 0.160001, 0.140005
6, 0.150486, 0.134751
7, 0.261843, 0.396128
8, 0.107814, 0.103552
9, 0.131181, 0.117534
10, 0.22043, 0.284527
11, 0.132667, 0.165846
12, 0.118908, 0.117517
13, 0.111241, 0.10893
14, 0.132564, 0.148727
15, 0.272763, 0.190725
16, 0.186261, 0.156162
17, 0.245985, 0.315225
18, 0.108676, 0.107607
19, 0.148573, 0.165381
20, 0.147265, 0.151046
21, 0.176553, 0.169073
22, 0.190438, 0.174649
23, 0.0858175, 0.100213
24, 0.130114, 0.113417
25, 0.215718, 0.178732
26, 0.197422, 0.243333
27, 0.215432, 0.248116
28, 0.0962756, 0.102742
29, 0.223925, 0.26141
30, 0.105378, 0.103601
31, 0.247247, 0.282664
32, 0.151778, 0.146468
33, 0.133823, 0.154803
34, 0.101298, 0.104096
35, 0.161787, 0.16288
36, 0.162905, 0.12775
37, 0.15447, 0.140325
38, 0.217171, 0.1811
39, 0.185049, 0.1432
40, 0.205313, 0.140705
41, 0.178198, 0.166745
42, 0.0927201, 0.104014
43, 0.183543, 0.130827
44, 0.281587, 0.195511
45, 0.143688, 0.139162
46, 0.105282, 0.112157
47, 0.109114, 0.109393
48, 0.100227, 0.103075
49, 0.178949, 0.105927
50, 0.241914, 0.312054
51, 0.0784661, 0.100521
52, 0.117967, 0.115925
53, 0.168848, 0.164462
54, 0.185973, 0.115278
55, 0.10685, 0.105628
56, 0.13294, 0.120597
57, 0.093358, 0.102714
58, 0.0988909, 0.107022
59, 0.110487, 0.110987
60, 0.117583, 0.112199
61, 0.248807, 0.280686
62, 0.163823, 0.120077
63, 0.186928, 0.129652
64, 0.139484, 0.184395
65, 0.127613, 0.106032
66, 0.130322, 0.109808
67, 0.13042, 0.115289
68, 0.133211, 0.103673
69, 0.105998, 0.110822
70, 0.11339, 0.129059
71, 0.0990784, 0.10951
72, 0.113981, 0.108428
73, 0.188301, 0.186367
74, 0.225042, 0.192442
75, 0.311884, 0.351986
76, 0.134793, 0.131539
77, 0.225424, 0.158422
78, 0.149462, 0.113403
79, 0.098434, 0.108502
80, 0.0842227, 0.104839
81, 0.145393, 0.108569
82, 0.313578, 0.415752
83, 0.14565, 0.129587
84, 0.132471, 0.122448
85, 0.205475, 0.167797
86, 0.207358, 0.143503
87, 0.0829558, 0.102503
88, 0.136671, 0.133812
89, 0.0886033, 0.103627
90, 0.133352, 0.145047
91, 0.179517, 0.153149
92, 0.194059, 0.204047
93, 0.127014, 0.123922
94, 0.192106, 0.13032
95, 0.0968909, 0.102544
96, 0.0904001, 0.104899
97, 0.0928933, 0.102795
98, 0.089572, 0.107558
99, 0.162001, 0.167755
100, 0.190643, 0.167282
101, 0.259055, 0.164687
102, 0.109703, 0.114916
103, 0.151574, 0.123998
104, 0.114821, 0.110298
105, 0.212564, 0.166689
106, 0.094044, 0.102491
107, 0.102321, 0.106737
108, 0.192723, 0.126728
109, 0.281585, 0.402651
110, 0.157657, 0.144443
111, 0.251668, 0.18155
112, 0.310853, 0.405155
113, 0.111707, 0.109071
114, 0.102624, 0.104163
115, 0.398267, 0.247382
116, 0.399075, 0.809529
117, 0.164209, 0.151442
118, 0.0779421, 0.102188
