Row, Correct, Predicted
1, 0.602205, 0.379582
2, 0.145976, 0.167067
3, 0.123991, 0.154851
4, 0.125122, 0.160653
5, 0.113107, 0.10917
6, 0.172616, 0.169214
7, 0.178938, 0.229862
8, 0.243333, 0.193641
9, 0.100579, 0.0837219
10, 0.101678, 0.0803294
11, 0.315225, 0.252908
12, 0.130827, 0.189918
13, 0.115278, 0.152845
14, 0.112738, 0.109913
15, 0.371482, 0.322728
16, 0.377871, 0.245993
17, 0.140325, 0.156861
18, 0.111832, 0.133577
19, 0.117294, 0.116262
20, 0.110757, 0.113016
21, 0.12437, 0.122641
22, 0.13667, 0.155283
23, 0.253012, 0.193389
24, 0.116288, 0.147561
25, 0.166743, 0.170285
26, 0.112265, 0.151053
27, 0.249396, 0.247202
28, 0.111496, 0.0974245
29, 0.548279, 0.431154
30, 0.204047, 0.199356
31, 0.236125, 0.263587
32, 0.160313, 0.184315
33, 0.164368, 0.169419
34, 0.102188, 0.0749008
35, 0.194727, 0.187103
36, 0.102544, 0.0956622
37, 0.108428, 0.102831
38, 0.286304, 0.235695
39, 0.129347, 0.134251
40, 0.123852, 0.14806
41, 0.288884, 0.181804
42, 0.194951, 0.171113
43, 0.163074, 0.151875
44, 0.107022, 0.0928368
45, 0.124564, 0.114501
46, 0.150383, 0.189468
47, 0.283951, 0.18393
48, 0.16288, 0.163925
49, 0.301551, 0.296957
50, 0.776247, 0.6102
51, 0.199765, 0.324017
52, 0.137319, 0.165584
53, 0.129356, 0.154362
54, 0.181858, 0.165603
55, 0.129015, 0.114967
56, 0.117534, 0.133619
57, 0.245124, 0.206091
58, 0.104708, 0.113393
59, 0.12775, 0.149523
60, 0.110644, 0.106043
61, 0.166745, 0.161376
62, 0.121901, 0.138199
63, 0.130701, 0.182003
64, 0.100753, 0.0696375
65, 0.107607, 0.106447
66, 0.221413, 0.15277
67, 0.10922, 0.104162
68, 0.195861, 0.240267
69, 0.122459, 0.154542
70, 0.299533, 0.33455
71, 0.402651, 0.314402
72, 0.186072, 0.193741
73, 0.214211, 0.211323
74, 0.151299, 0.188813
75, 0.315018, 0.208617
76, 0.23148, 0.192026
77, 0.110297, 0.098773
78, 0.123425, 0.156044
79, 0.110298, 0.109442
80, 0.107431, 0.0966316
81, 0.132457, 0.133019
82, 0.110769, 0.0939875
83, 0.190445, 0.182313
84, 0.140705, 0.173523
85, 0.162441, 0.274067
86, 0.128676, 0.161539
87, 0.213101, 0.201329
88, 0.118592, 0.113713
89, 0.101886, 0.0712121
90, 0.133635, 0.161164
91, 0.342768, 0.218243
92, 0.147888, 0.143867
93, 0.10951, 0.0927682
94, 0.107076, 0.106406
95, 0.107594, 0.120408
96, 0.209683, 0.310322
97, 0.121994, 0.125711
98, 0.100711, 0.0644776
99, 0.102642, 0.0771534
100, 0.252585, 0.292883
101, 0.321445, 0.35802
102, 0.121157, 0.129239
103, 0.117409, 0.141823
104, 0.104922, 0.148351
105, 0.101432, 0.0721432
106, 0.244175, 0.233286
107, 0.104818, 0.108303
108, 0.117316, 0.141111
109, 0.103352, 0.109931
110, 0.125408, 0.159251
111, 0.19565, 0.194075
112, 0.109683, 0.0983076
113, 0.145826, 0.129599
114, 0.301266, 0.200909
115, 0.130983, 0.137401
116, 0.9, 0.600457
117, 0.101496, 0.0793926
118, 0.210707, 0.178043
119, 0.103673, 0.129146
