Row, Predicted, Correct
1, 0.102297, 0.105778
2, 0.287968, 0.370387
3, 0.108913, 0.107431
4, 0.19886, 0.253566
5, 0.0987359, 0.100753
6, 0.167881, 0.177498
7, 0.215678, 0.208508
8, 0.153599, 0.221413
9, 0.237526, 0.32508
10, 0.101153, 0.107076
11, 0.11727, 0.105628
12, 0.186676, 0.186072
13, 0.0962257, 0.103615
14, 0.12333, 0.111622
15, 0.100446, 0.101496
16, 0.105555, 0.106441
17, 0.100132, 0.11065
18, 0.101783, 0.102688
19, 0.263403, 0.294163
20, 0.167352, 0.206977
21, 0.131862, 0.111313
22, 0.212824, 0.214211
23, 0.135777, 0.139623
24, 0.110901, 0.111641
25, 0.165866, 0.181858
26, 0.0946944, 0.102018
27, 0.488132, 0.480336
28, 0.238394, 0.281671
29, 0.168186, 0.190445
30, 0.133255, 0.12775
31, 0.103851, 0.104899
32, 0.121522, 0.112046
33, 0.174263, 0.178732
34, 0.310238, 0.299533
35, 0.181748, 0.181165
36, 0.309818, 0.247382
37, 0.259092, 0.280686
38, 0.28137, 0.276431
39, 0.131602, 0.112175
40, 0.122684, 0.130121
41, 0.0961365, 0.100847
42, 0.129136, 0.150536
43, 0.0935928, 0.101432
44, 0.207948, 0.154268
45, 0.153147, 0.127665
46, 0.273194, 0.262518
47, 0.184014, 0.173157
48, 0.10376, 0.102795
49, 0.144125, 0.138922
50, 0.108564, 0.102742
51, 0.14907, 0.129347
52, 0.232083, 0.234647
53, 0.13433, 0.123991
54, 0.100308, 0.103352
55, 0.0976806, 0.104708
56, 0.159445, 0.141521
57, 0.0957642, 0.102017
58, 0.183326, 0.194558
59, 0.195894, 0.192397
