Row, Predicted, Correct
1, 0.288624, 0.342078
2, 0.123705, 0.103075
3, 0.106082, 0.102714
4, 0.121065, 0.113029
5, 0.0891028, 0.10127
6, 0.181171, 0.165144
7, 0.136558, 0.125408
8, 0.154908, 0.145976
9, 0.194231, 0.150383
10, 0.0866595, 0.106939
11, 0.342789, 0.217141
12, 0.17196, 0.185918
13, 0.812118, 0.776247
14, 0.0997144, 0.110242
15, 0.108016, 0.105639
16, 0.100843, 0.10816
17, 0.0853669, 0.108759
18, 0.114267, 0.114844
19, 0.20291, 0.1994
20, 0.152214, 0.218798
21, 0.274104, 0.286304
22, 0.243397, 0.274922
23, 0.136034, 0.12269
24, 0.133252, 0.135121
25, 0.0997538, 0.107647
26, 0.226741, 0.301266
27, 0.315557, 0.348933
28, 0.127266, 0.11604
29, 0.184672, 0.199012
30, 0.285784, 0.249396
31, 0.226065, 0.242922
32, 0.256671, 0.261746
33, 0.138431, 0.151046
34, 0.122059, 0.140505
35, 0.0866238, 0.106737
36, 0.895649, 0.9
37, 0.113881, 0.115925
38, 0.0774017, 0.105333
39, 0.37994, 0.199765
40, 0.150886, 0.133812
41, 0.105191, 0.103627
42, 0.202136, 0.167797
43, 0.133106, 0.132348
44, 0.112082, 0.117986
45, 0.122925, 0.172093
46, 0.734819, 0.729116
47, 0.103901, 0.110644
48, 0.166805, 0.151993
49, 0.143831, 0.162481
50, 0.0912235, 0.102879
51, 0.327408, 0.382201
52, 0.182391, 0.156925
53, 0.13558, 0.108793
54, 0.181629, 0.156408
55, 0.0846614, 0.107022
56, 0.129039, 0.155542
57, 0.101911, 0.102642
58, 0.0955521, 0.102594
59, 0.128084, 0.120077
